Typed Link Prediction: Decoder Comparison - 2025-10-19 00:11:50
================================================================================

R-GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7254
Total Epochs Trained: 447
Early Stopping Best Score: 0.4753 (Hits@10 at epoch 367)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
339      0.1779         0.7050       0.0863       0.3017       0.4383      
340      0.1781         0.7003       0.0787       0.3046       0.4478      
341      0.1975         0.7062       0.0873       0.3169       0.4383      
342      0.1792         0.6921       0.0797       0.3017       0.4231      
343      0.1757         0.7005       0.1015       0.2951       0.4478      
344      0.1859         0.6903       0.0920       0.3065       0.4393      
345      0.1859         0.7003       0.0892       0.3083       0.4412      
346      0.1822         0.7046       0.0930       0.3036       0.4440      
347      0.1823         0.7083       0.1015       0.2922       0.4469      
348      0.1831         0.7069       0.0797       0.3008       0.4488      
349      0.1833         0.6929       0.0930       0.2989       0.4431      
350      0.1865         0.7064       0.0958       0.3055       0.4526      
351      0.1778         0.6901       0.0987       0.3121       0.4260      
352      0.1830         0.6918       0.0863       0.2894       0.4345      
353      0.1851         0.6971       0.0930       0.2875       0.4307      
354      0.1919         0.6926       0.0882       0.3046       0.4507      
355      0.1909         0.6966       0.0759       0.2865       0.4269      
356      0.1840         0.7116       0.0911       0.3055       0.4564      
357      0.1874         0.6861       0.0816       0.2913       0.4402      
358      0.1855         0.6959       0.0920       0.3065       0.4374      
359      0.1864         0.7020       0.0825       0.3083       0.4402      
360      0.1847         0.7055       0.0759       0.3178       0.4450      
361      0.1906         0.6975       0.0787       0.2970       0.4431      
362      0.1908         0.7017       0.0968       0.3008       0.4393      
363      0.1738         0.7065       0.0911       0.3112       0.4592      
364      0.1768         0.7048       0.0901       0.3131       0.4573      
365      0.1799         0.6910       0.0863       0.3074       0.4649      
366      0.1882         0.6943       0.0949       0.3083       0.4564      
367      0.1783         0.7122       0.0977       0.3235       0.4753      
368      0.1796         0.7043       0.0987       0.3046       0.4421      
369      0.1831         0.6926       0.0911       0.3055       0.4497      
370      0.1837         0.7037       0.1044       0.3207       0.4564      
371      0.1737         0.6853       0.0863       0.2856       0.4108      
372      0.1797         0.6971       0.0901       0.3046       0.4469      
373      0.1779         0.6796       0.0892       0.3017       0.4374      
374      0.1740         0.7062       0.0977       0.3027       0.4507      
375      0.1713         0.6897       0.0759       0.2903       0.4402      
376      0.1727         0.6923       0.0911       0.3140       0.4611      
377      0.1616         0.6920       0.0911       0.2998       0.4421      
378      0.1883         0.6852       0.0920       0.3112       0.4478      
379      0.1763         0.7063       0.0920       0.3074       0.4573      
380      0.1678         0.6999       0.0806       0.3065       0.4440      
381      0.1693         0.7083       0.0892       0.3235       0.4573      
382      0.1778         0.7095       0.0930       0.3235       0.4450      
383      0.1652         0.6985       0.1034       0.3159       0.4478      
384      0.1680         0.6996       0.0863       0.3065       0.4307      
385      0.1705         0.6890       0.0854       0.3074       0.4393      
386      0.1625         0.6963       0.0740       0.3121       0.4573      
387      0.1641         0.7009       0.0930       0.3093       0.4440      
388      0.1718         0.7074       0.1063       0.3159       0.4516      
